Id,Course_Id,Course_Name,Sentiment,Review_Text,Instructor_Name,Difficulty_Level,Workload,Course_Year
5330,PH,Physics,neutral,This Physics course was okay.,Prof. Johnson,Easy,Low,2024
5331,EC,Economics,negative,This Economics course was unclear.,Ms. Kalyani Jha,Moderate,Medium,2023
5332,CH,Chemistry,positive,This Chemistry course was excellent.,Ms. Monika P,Easy,Medium,2023
5333,ML,Machine Learning,negative,This Machine Learning course was difficult.,Mr. Amitesh Jha,Moderate,Medium,2024
5334,HI,History,neutral,This History course was fair.,Mr. Abhay Kumar,Moderate,Medium,2023
5335,BI,Biology,positive,This Biology course was engaging.,Ms. Arpita S C,Easy,Medium,2023
5336,CH,Chemistry,negative,This Chemistry course was unclear.,Ms. Aiman Syed C,Moderate,High,2024
5337,BI,Biology,negative,This Biology course was difficult.,Ms. Ruchika Gupta C,Easy,Medium,2023
5338,CH,Chemistry,neutral,This Chemistry course was decent.,Ms. Brown,Difficult,Medium,2023
5339,BI,Biology,positive,This Biology course was interesting.,Ms. Mukul S,Moderate,Low,2023
5340,DS,Data Science,positive,This Data Science course was excellent.,Dr. Jones,Easy,Medium,2024
5341,DS,Data Science,positive,This Data Science course was engaging.,Mr. Shishirendu Jha,Moderate,High,2023
5342,PH,Physics,positive,This Physics course was informative.,Dr. Jones,Moderate,High,2023
5343,EC,Economics,neutral,This Economics course was decent.,Ms. Monika P,Difficult,High,2023
5344,MA,Mathematics,neutral,This Mathematics course was decent.,Mr. Amitesh Jha,Difficult,Medium,2024
5345,PS,Political Science,negative,This Political Science course was disappointing.,Mr. Davis,Difficult,Low,2024
5346,AI,Artificial Intelligence,positive,This Artificial Intelligence course was interesting.,Ms. Aiman Syed C,Difficult,Medium,2023
5347,DS,Data Science,negative,This Data Science course was unorganized.,Ms. Brown,Moderate,High,2024
5348,PS,Political Science,negative,This Political Science course was unorganized.,Prof. Johnson,Moderate,High,2023
5349,SO,Sociology,neutral,This Sociology course was decent.,Ms. Rashi A,Easy,Low,2024
5350,LI,Literature,negative,This Literature course was disappointing.,Ms. Ruchika Gupta C,Difficult,Medium,2024
5351,DS,Data Science,negative,This Data Science course was unclear.,Ms. Mukul S,Moderate,Low,2024
5352,LI,Literature,negative,This Literature course was unorganized.,Ms. Aiman Syed C,Difficult,Low,2023
5353,CH,Chemistry,positive,This Chemistry course was excellent.,Mr. Kunal Taneja,Difficult,High,2024
5354,DS,Data Science,neutral,This Data Science course was decent.,Ms. Dhanya Patil D,Difficult,Low,2023
5355,LI,Literature,neutral,This Literature course was decent.,Dr. Jones,Easy,High,2024
5356,HI,History,negative,This History course was unorganized.,Ms. Rashi A,Moderate,High,2023
5357,EC,Economics,negative,This Economics course was unclear.,Prof. Smith,Difficult,Medium,2024
5358,CS,Computer Science,positive,This Computer Science course was engaging.,Mr. Shishirendu Jha,Difficult,Medium,2024
5359,HI,History,neutral,This History course was okay.,Ms. Divya P D,Difficult,Low,2023
5360,PS,Political Science,negative,This Political Science course was boring.,Ms. Rashi A,Easy,Low,2024
5361,PH,Physics,positive,This Physics course was excellent.,Dr. Jones,Easy,Medium,2024
5362,SE,Software Engineering,neutral,This Software Engineering course was decent.,Ms. Brown,Moderate,Low,2023
5363,SO,Sociology,neutral,This Sociology course was decent.,Mr. Mohit Jain,Easy,Low,2024
5364,BI,Biology,neutral,This Biology course was fair.,Mr. Amitesh Jha,Difficult,High,2024
5365,CH,Chemistry,negative,This Chemistry course was difficult.,Ms. Brown,Difficult,High,2024
5366,HI,History,negative,This History course was difficult.,Ms. Arpita S C,Difficult,Medium,2024
5367,BI,Biology,positive,This Biology course was excellent.,Mr. Aditya Kumar,Moderate,High,2023
5368,DS,Data Science,neutral,This Data Science course was okay.,Mr. Shishirendu Jha,Easy,Medium,2024
5369,EC,Economics,positive,This Economics course was interesting.,Prof. Johnson,Easy,Medium,2023
5370,BI,Biology,negative,This Biology course was disappointing.,Dr. Jones,Difficult,High,2023
5371,EC,Economics,neutral,This Economics course was okay.,Mr. Abhay Kumar,Difficult,Medium,2024
5372,SO,Sociology,negative,This Sociology course was boring.,Ms. Rashi A,Easy,Medium,2024
5373,MA,Mathematics,positive,This Mathematics course was excellent.,Dr. Jones,Moderate,High,2023
5374,CH,Chemistry,negative,This Chemistry course was unclear.,Ms. Ruchika Gupta C,Moderate,Low,2023
5375,SO,Sociology,neutral,This Sociology course was fair.,Mr. Mohit Jain,Difficult,Medium,2024
5376,DS,Data Science,positive,This Data Science course was interesting.,Mr. Aditya Kumar,Easy,High,2023
5377,PH,Physics,neutral,This Physics course was decent.,Mr. Kunal Taneja,Difficult,High,2023
5378,MA,Mathematics,neutral,This Mathematics course was so-so.,Ms. Rashi A,Moderate,Medium,2024
5379,EC,Economics,neutral,This Economics course was so-so.,Prof. Smith,Easy,Medium,2024
5380,BI,Biology,positive,This Biology course was engaging.,Mr. Amitesh Jha,Difficult,Medium,2023
5381,SO,Sociology,neutral,This Sociology course was decent.,Ms. Divya P D,Difficult,Medium,2023
5382,LI,Literature,positive,This Literature course was engaging.,Ms. Syed Humera B,Moderate,Medium,2023
5383,CH,Chemistry,negative,This Chemistry course was unorganized.,Ms. Arpita S C,Moderate,Low,2023
5384,MA,Mathematics,positive,This Mathematics course was excellent.,Ms. Mukul S,Easy,Low,2024
5385,EC,Economics,neutral,This Economics course was okay.,Ms. Brown,Easy,High,2023
5386,CS,Computer Science,positive,This Computer Science course was great.,Mr. Amitesh Jha,Difficult,High,2024
5387,CS,Computer Science,positive,This Computer Science course was excellent.,Mr. Kunal Taneja,Easy,Medium,2024
5388,BI,Biology,neutral,This Biology course was okay.,Ms. Syed Humera B,Difficult,Medium,2024
5389,ML,Machine Learning,neutral,This Machine Learning course was okay.,Ms. Aiman Syed C,Easy,Low,2023
5390,EC,Economics,neutral,This Economics course was average.,Ms. Monika P,Moderate,Low,2023
5391,SE,Software Engineering,positive,This Software Engineering course was excellent.,Ms. Monika P,Difficult,Medium,2024
5392,CH,Chemistry,negative,This Chemistry course was unclear.,Prof. Smith,Easy,High,2024
5393,HI,History,positive,This History course was great.,Ms. Rashi A,Moderate,Medium,2024
5394,BI,Biology,neutral,This Biology course was so-so.,Dr. Jones,Easy,High,2024
5395,MA,Mathematics,neutral,This Mathematics course was fair.,Mr. Amitesh Jha,Moderate,Medium,2023
5396,AI,Artificial Intelligence,positive,This Artificial Intelligence course was great.,Ms. Brown,Difficult,Low,2024
5397,PS,Psychology,neutral,This Psychology course was average.,Prof. Smith,Difficult,Medium,2023
5398,PS,Political Science,negative,This Political Science course was boring.,Ms. Rashi A,Difficult,Low,2023
5399,PH,Physics,neutral,This Physics course was average.,Ms. Monika P,Moderate,Medium,2023
5400,EC,Economics,positive,This Economics course was excellent.,Ms. Dhanya Patil D,Moderate,Low,2024
5401,CH,Chemistry,neutral,This Chemistry course was fair.,Ms. Ishu C,Difficult,Medium,2024
5402,ML,Machine Learning,positive,This Machine Learning course was informative.,Mr. Aditya Kumar,Moderate,Medium,2023
5403,ML,Machine Learning,positive,This Machine Learning course was informative.,Ms. Arpita S C,Difficult,Low,2024
5404,LI,Literature,neutral,This Literature course was average.,Mr. Aditya Kumar,Moderate,High,2024
5405,PS,Political Science,neutral,This Political Science course was average.,Ms. Rashi A,Moderate,High,2023
5406,SE,Software Engineering,negative,This Software Engineering course was boring.,Mr. Abhay Kumar,Difficult,High,2024
5407,CH,Chemistry,neutral,This Chemistry course was average.,Ms. Arpita S C,Difficult,Medium,2024
5408,ML,Machine Learning,positive,This Machine Learning course was interesting.,Mr. Davis,Easy,Medium,2024
5409,SE,Software Engineering,neutral,This Software Engineering course was okay.,Mr. Mohit Jain,Moderate,Low,2023
5410,BI,Biology,negative,This Biology course was difficult.,Ms. Rashi A,Easy,High,2024
5411,AI,Artificial Intelligence,positive,This Artificial Intelligence course was informative.,Ms. Mukul S,Easy,High,2023
5412,ML,Machine Learning,negative,This Machine Learning course was unorganized.,Ms. Ishu C,Moderate,Medium,2023
5413,SE,Software Engineering,neutral,This Software Engineering course was okay.,Ms. Dhanya Patil D,Difficult,High,2023
5414,PH,Physics,positive,This Physics course was great.,Mr. Aditya Kumar,Moderate,Medium,2023
5415,SO,Sociology,positive,This Sociology course was excellent.,Ms. Kalyani Jha,Moderate,Low,2023
5416,SO,Sociology,positive,This Sociology course was great.,Dr. Jones,Difficult,Medium,2024
5417,ML,Machine Learning,positive,This Machine Learning course was interesting.,Ms. Aiman Syed C,Easy,Medium,2024
5418,DS,Data Science,negative,This Data Science course was unclear.,Ms. Dhanya Patil D,Easy,Medium,2023
5419,BI,Biology,negative,This Biology course was unorganized.,Mr. Abhay Kumar,Difficult,Low,2024
5420,SE,Software Engineering,positive,This Software Engineering course was interesting.,Ms. Mukul S,Easy,Medium,2023
5421,CS,Computer Science,neutral,This Computer Science course was fair.,Mr. Kunal Taneja,Easy,Low,2024
5422,SE,Software Engineering,positive,This Software Engineering course was great.,Ms. Arpita S C,Difficult,Medium,2023
5423,AI,Artificial Intelligence,positive,This Artificial Intelligence course was excellent.,Ms. Ruchika Gupta C,Difficult,Low,2024
5424,SE,Software Engineering,positive,This Software Engineering course was informative.,Ms. Brown,Difficult,Medium,2024
5425,SO,Sociology,positive,This Sociology course was great.,Mr. Amitesh Jha,Difficult,Medium,2023
5426,SO,Sociology,neutral,This Sociology course was average.,Ms. Arpita S C,Difficult,High,2023
5427,SO,Sociology,neutral,This Sociology course was so-so.,Ms. Arpita S C,Easy,Medium,2024
5428,PS,Psychology,positive,This Psychology course was interesting.,Ms. Monika P,Easy,Low,2024
5429,LI,Literature,neutral,This Literature course was okay.,Prof. Smith,Easy,Low,2024
5430,CH,Chemistry,neutral,This Chemistry course was okay.,Mr. Shishirendu Jha,Moderate,Medium,2024
5431,MA,Mathematics,negative,This Mathematics course was difficult.,Ms. Ishu C,Easy,High,2024
5432,SE,Software Engineering,negative,This Software Engineering course was boring.,Prof. Smith,Difficult,Medium,2024
5433,DS,Data Science,negative,This Data Science course was unorganized.,Ms. Dhanya Patil D,Easy,Medium,2023
5434,PS,Psychology,positive,This Psychology course was excellent.,Mr. Amitesh Jha,Difficult,High,2023
5435,DS,Data Science,negative,This Data Science course was boring.,Mr. Shishirendu Jha,Difficult,Medium,2023
5436,EC,Economics,negative,This Economics course was boring.,Mr. Amitesh Jha,Moderate,High,2023
5437,MA,Mathematics,negative,This Mathematics course was unorganized.,Mr. Davis,Moderate,Medium,2024
5438,CS,Computer Science,negative,This Computer Science course was unorganized.,Ms. Brown,Easy,High,2024
5439,PH,Physics,negative,This Physics course was disappointing.,Mr. Shishirendu Jha,Moderate,Medium,2024
5440,MA,Mathematics,neutral,This Mathematics course was average.,Ms. Syed Humera B,Easy,Low,2024
5441,BI,Biology,negative,This Biology course was unclear.,Ms. Dhanya Patil D,Easy,Low,2024
5442,HI,History,negative,This History course was boring.,Dr. Jones,Difficult,High,2024
5443,SO,Sociology,positive,This Sociology course was informative.,Ms. Divya P D,Easy,Low,2023
5444,CH,Chemistry,neutral,This Chemistry course was decent.,Ms. Divya P D,Easy,Low,2024
5445,DS,Data Science,neutral,This Data Science course was fair.,Dr. Jones,Difficult,High,2024
5446,PH,Physics,neutral,This Physics course was okay.,Ms. Kalyani Jha,Moderate,Medium,2024
5447,PS,Political Science,negative,This Political Science course was boring.,Mr. Amitesh Jha,Easy,Medium,2024
5448,SE,Software Engineering,negative,This Software Engineering course was difficult.,Mr. Mohit Jain,Moderate,High,2023
5449,CS,Computer Science,negative,This Computer Science course was boring.,Ms. Syed Humera B,Difficult,Low,2024
5450,AI,Artificial Intelligence,negative,This Artificial Intelligence course was disappointing.,Ms. Aiman Syed C,Moderate,Medium,2023
5451,LI,Literature,negative,This Literature course was unclear.,Mr. Kunal Taneja,Moderate,High,2024
5452,ML,Machine Learning,negative,This Machine Learning course was unclear.,Mr. Davis,Moderate,Low,2024
5453,PS,Political Science,positive,This Political Science course was excellent.,Ms. Syed Humera B,Easy,Medium,2024
5454,EC,Economics,neutral,This Economics course was okay.,Ms. Syed Humera B,Difficult,Low,2024
5455,PH,Physics,negative,This Physics course was unclear.,Ms. Rashi A,Difficult,Medium,2023
5456,HI,History,neutral,This History course was so-so.,Ms. Brown,Difficult,High,2023
5457,HI,History,positive,This History course was excellent.,Ms. Rashi A,Moderate,Medium,2023
5458,BI,Biology,neutral,This Biology course was average.,Ms. Aiman Syed C,Moderate,High,2023
5459,SO,Sociology,positive,This Sociology course was interesting.,Ms. Rashi A,Moderate,Medium,2024
5460,CH,Chemistry,neutral,This Chemistry course was average.,Ms. Divya P D,Easy,Medium,2023
5461,HI,History,neutral,This History course was fair.,Mr. Aditya Kumar,Moderate,Medium,2023
5462,ML,Machine Learning,negative,This Machine Learning course was unorganized.,Ms. Rashi A,Easy,High,2024
5463,PS,Psychology,neutral,This Psychology course was average.,Mr. Kunal Taneja,Difficult,Medium,2024
5464,PH,Physics,positive,This Physics course was engaging.,Dr. Jones,Difficult,Low,2023
5465,EC,Economics,neutral,This Economics course was fair.,Mr. Shishirendu Jha,Moderate,Low,2023
5466,DS,Data Science,positive,This Data Science course was interesting.,Ms. Dhanya Patil D,Moderate,High,2024
5467,HI,History,neutral,This History course was decent.,Ms. Dhanya Patil D,Difficult,Medium,2023
5468,LI,Literature,positive,This Literature course was excellent.,Mr. Mohit Jain,Difficult,Medium,2023
5469,BI,Biology,negative,This Biology course was difficult.,Mr. Kunal Taneja,Difficult,High,2024
5470,PH,Physics,positive,This Physics course was excellent.,Dr. Jones,Difficult,Low,2024
5471,AI,Artificial Intelligence,negative,This Artificial Intelligence course was difficult.,Ms. Rashi A,Easy,Low,2023
5472,ML,Machine Learning,neutral,This Machine Learning course was okay.,Ms. Mukul S,Moderate,High,2024
5473,CH,Chemistry,positive,This Chemistry course was excellent.,Mr. Amitesh Jha,Difficult,Low,2023
5474,PS,Political Science,positive,This Political Science course was excellent.,Ms. Arpita S C,Moderate,High,2023
5475,CH,Chemistry,positive,This Chemistry course was informative.,Mr. Mohit Jain,Easy,High,2023
5476,PS,Psychology,neutral,This Psychology course was okay.,Mr. Shishirendu Jha,Moderate,High,2023
5477,ML,Machine Learning,neutral,This Machine Learning course was so-so.,Ms. Mukul S,Difficult,Medium,2023
5478,PH,Physics,negative,This Physics course was boring.,Ms. Syed Humera B,Difficult,Medium,2023
5479,HI,History,positive,This History course was great.,Ms. Brown,Difficult,Medium,2023
5480,MA,Mathematics,neutral,This Mathematics course was fair.,Dr. Jones,Easy,Medium,2023
5481,AI,Artificial Intelligence,negative,This Artificial Intelligence course was disappointing.,Ms. Monika P,Easy,High,2023
5482,EC,Economics,negative,This Economics course was difficult.,Mr. Davis,Difficult,Low,2024
5483,CS,Computer Science,negative,This Computer Science course was unorganized.,Prof. Johnson,Easy,Low,2024
